Arch,Angle,Trial,Method,Deflection
10,120,5,ASTM,455.0
10,135,5,ASTM,457.0
10,150,5,ASTM,460.0
10,165,5,ASTM,460.0
10,180,5,ASTM,463.0
10,195,5,ASTM,463.0
10,210,5,ASTM,463.0
10,225,5,ASTM,460.0
10,240,5,ASTM,456.0
10,255,5,ASTM,454.0
10,270,5,ASTM,452.0
10,285,5,ASTM,451.0
10,300,5,ASTM,452.0
10,315,5,ASTM,455.0
10,330,5,ASTM,458.0
10,345,5,ASTM,462.0
